CustomerID,PersonID,TerritoryID,BusinessEntityID,PersonType,name,TotalPurchaseYTD,DateFirstPurchase,BirthDate,MaritalStatus,YearlyIncome,Gender,TotalChildren,NumberChildrenAtHome,Education,Occupation,HomeOwnerFlag,NumberCarsOwned,Name_1,CountryRegionCode,Group
16915,16132,1,16132,IN,Mason NULL.Phillips,2265,2004-05-31Z,1968-09-06Z,M,75001-100000,M,3,0,Bachelors ,Management,1,3,Northwest,US,North America
16918,8538,1,8538,IN,Alexandria L.Cox,15.49,2004-07-19Z,1979-08-11Z,S,25001-50000,F,0,0,High School,Skilled Manual,1,2,Northwest,US,North America
16922,11865,1,11865,IN,Emma F.Jackson,-1.02,2004-07-25Z,1978-02-02Z,S,25001-50000,F,0,0,Partial College,Skilled Manual,1,1,Northwest,US,North America
16923,5608,1,5608,IN,Connor M.Gonzales,-50,2004-06-08Z,1978-11-09Z,S,25001-50000,M,0,0,Partial College,Skilled Manual,1,1,Northwest,US,North America
16951,6809,1,6809,IN,Cassidy A.Bennett,1666,2003-10-05Z,1970-10-02Z,M,25001-50000,F,1,1,Bachelors ,Skilled Manual,1,1,Northwest,US,North America
16954,3840,1,3840,IN,Fernando NULL.Davis,49.99,2004-07-15Z,1970-05-27Z,S,50001-75000,M,1,0,Graduate Degree,Professional,1,0,Northwest,US,North America
16956,6251,1,6251,IN,Austin J.Flores,-1700.99,2003-10-13Z,1969-01-09Z,M,25001-50000,M,2,2,Bachelors ,Skilled Manual,1,0,Northwest,US,North America
16957,4306,1,4306,IN,Seth E.Wilson,-30,2004-06-23Z,1969-11-20Z,M,50001-75000,M,1,0,Graduate Degree,Professional,1,0,Northwest,US,North America
16960,8278,1,8278,IN,Paige NULL.Gray,-4.99,2004-04-03Z,1971-09-07Z,M,50001-75000,F,1,0,Graduate Degree,Professional,1,0,Northwest,US,North America
16967,17002,1,17002,IN,Noah NULL.Hernandez,2273.01,2004-05-13Z,1970-02-15Z,S,50001-75000,M,3,0,Graduate Degree,Professional,1,0,Northwest,US,North America
16970,2979,1,2979,IN,Katherine NULL.Foster,1647,2003-10-14Z,1967-08-16Z,S,25001-50000,F,2,2,Bachelors ,Skilled Manual,1,1,Northwest,US,North America
16971,7119,1,7119,IN,Alexia L.Bryant,15.49,2003-12-27Z,1967-09-17Z,S,25001-50000,F,2,2,Bachelors ,Skilled Manual,0,1,Northwest,US,North America
16972,4814,1,4814,IN,Lucas NULL.Hernandez,1647,2003-10-14Z,1967-04-10Z,S,25001-50000,M,2,2,Bachelors ,Skilled Manual,1,1,Northwest,US,North America
16974,8937,1,8937,IN,Paige NULL.Rivera,1679.99,2003-10-11Z,1967-06-28Z,S,25001-50000,F,2,2,Bachelors ,Skilled Manual,1,1,Northwest,US,North America
16975,17929,1,17929,IN,Benjamin NULL.Lee,49.99,2004-03-09Z,1966-06-10Z,M,50001-75000,M,3,3,Bachelors ,Skilled Manual,1,0,Northwest,US,North America
16978,14629,1,14629,IN,Jeremy NULL.Rivera,-4.99,2003-09-13Z,1966-04-04Z,M,50001-75000,M,0,0,Graduate Degree,Professional,1,0,Northwest,US,North America
16980,11394,1,11394,IN,Jill NULL.Moore,-30,2003-10-13Z,1966-04-08Z,M,50001-75000,F,4,0,Graduate Degree,Professional,1,0,Northwest,US,North America
16981,6057,1,6057,IN,Hunter NULL.Simmons,2302.02,2004-05-20Z,1969-07-16Z,M,50001-75000,M,5,0,Graduate Degree,Professional,1,0,Northwest,US,North America
16985,5264,1,5264,IN,Adam NULL.Li,4,2004-02-26Z,1965-10-04Z,S,75001-100000,M,3,3,Bachelors ,Skilled Manual,1,1,Northwest,US,North America
16986,10303,1,10303,IN,Sara A.Adams,58.51,2004-01-04Z,1965-02-04Z,S,75001-100000,F,3,3,Bachelors ,Skilled Manual,1,1,Northwest,US,North America
16989,19505,1,19505,IN,Emma NULL.Richardson,-2319.99,2004-05-29Z,1965-09-20Z,S,75001-100000,F,3,3,Bachelors ,Skilled Manual,1,2,Northwest,US,North America
16991,19244,1,19244,IN,Brianna C.Henderson,-30,2003-09-22Z,1964-09-21Z,S,50001-75000,F,4,4,Bachelors ,Skilled Manual,1,2,Northwest,US,North America
16993,16874,1,16874,IN,Russell A.Rai,-115.01,2003-12-27Z,1964-08-18Z,M,50001-75000,M,4,4,Bachelors ,Skilled Manual,1,3,Northwest,US,North America
16998,10607,1,10607,IN,Jennifer D.Lopez,1666,2003-11-19Z,1964-07-11Z,S,50001-75000,F,4,2,Bachelors ,Skilled Manual,0,2,Northwest,US,North America
17001,12419,1,12419,IN,Ashley F.Moore,2298.01,2004-05-10Z,1963-09-02Z,S,50001-75000,F,4,2,Bachelors ,Skilled Manual,0,2,Northwest,US,North America
17002,18511,1,18511,IN,Dylan NULL.Martin,2321.97,2004-05-21Z,1963-12-15Z,S,50001-75000,M,4,2,Bachelors ,Professional,1,2,Northwest,US,North America
17006,17886,1,17886,IN,Hunter J.Williams,2355.48,2004-05-25Z,1963-02-07Z,M,50001-75000,M,4,2,Bachelors ,Professional,1,2,Northwest,US,North America
17013,10018,1,10018,IN,Gabriella L.Mitchell,2352.47,2004-05-21Z,1962-03-09Z,S,50001-75000,F,1,0,Bachelors ,Professional,0,1,Northwest,US,North America
17015,7552,1,7552,IN,Kelly NULL.Patterson,-4.99,2003-11-04Z,1962-05-05Z,S,50001-75000,F,1,0,Bachelors ,Professional,1,1,Northwest,US,North America
17017,4534,1,4534,IN,Jeremiah NULL.Jones,2327.7,2004-05-31Z,1962-05-04Z,M,50001-75000,M,1,0,Partial College,Skilled Manual,1,1,Northwest,US,North America
17019,10901,1,10901,IN,Andrea C.Hall,-45,2004-06-02Z,1961-05-27Z,M,25001-50000,F,4,3,High School,Skilled Manual,1,4,Northwest,US,North America
17020,12596,1,12596,IN,Ashley J.Bryant,1704.99,2003-11-03Z,1961-08-21Z,M,25001-50000,F,4,2,High School,Skilled Manual,1,2,Northwest,US,North America
17028,19609,1,19609,IN,Grace A.Richardson,1745.99,2003-11-21Z,1960-10-27Z,M,50001-75000,F,1,0,Partial College,Skilled Manual,1,1,Northwest,US,North America
17035,5151,1,5151,IN,Jordan NULL.Flores,-49,2003-08-19Z,1959-10-22Z,M,50001-75000,M,4,3,Bachelors ,Professional,1,1,Northwest,US,North America
17040,5234,1,5234,IN,Adam NULL.Henderson,1711.49,2003-11-27Z,1958-08-27Z,M,50001-75000,M,1,0,Bachelors ,Professional,1,1,Northwest,US,North America
17041,5594,1,5594,IN,Connor NULL.Perry,-1700.99,2003-11-22Z,1958-05-14Z,M,50001-75000,M,1,0,Bachelors ,Professional,1,1,Northwest,US,North America
17042,18373,1,18373,IN,Tyler L.Jackson,1666,2003-11-28Z,1958-10-24Z,M,50001-75000,M,1,0,Bachelors ,Professional,1,1,Northwest,US,North America
17043,2502,1,2502,IN,Isabella K.Bennett,1711.49,2003-11-03Z,1958-03-29Z,M,50001-75000,F,1,0,Bachelors ,Professional,1,1,Northwest,US,North America
17044,7465,1,7465,IN,Ana NULL.Hayes,-30,2004-03-17Z,1958-11-26Z,M,75001-100000,F,5,4,Graduate Degree,Management,1,0,Northwest,US,North America
17118,8722,1,8722,IN,Sara NULL.Blue,544.98,2003-11-24Z,1974-07-07Z,S,25001-50000,F,0,0,Graduate Degree,Skilled Manual,1,0,Northwest,US,North America
17121,13936,1,13936,IN,Lucas NULL.Bryant,1666,2003-11-29Z,1966-08-20Z,S,50001-75000,M,0,0,Graduate Degree,Skilled Manual,1,0,Northwest,US,North America
17124,3216,1,3216,IN,Kaitlin NULL.Madan,552.98,2003-12-15Z,1953-08-12Z,M,25001-50000,F,1,0,Bachelors ,Skilled Manual,1,1,Northwest,US,North America
17127,8262,1,8262,IN,Makayla A.Gray,1651.47,2003-11-23Z,1945-06-02Z,S,25001-50000,F,4,0,High School,Professional,1,2,Northwest,US,North America
17131,19039,1,19039,IN,Lauren E.Henderson,-4.99,2004-06-12Z,1945-03-03Z,S,50001-75000,F,4,0,Bachelors ,Management,1,2,Northwest,US,North America
17132,2452,1,2452,IN,Isabella R.James,-4.99,2004-06-07Z,1945-12-06Z,S,50001-75000,F,5,0,Bachelors ,Management,1,2,Northwest,US,North America
17133,14212,1,14212,IN,Lucas A.Kelly,2352.7,2004-05-05Z,1946-11-15Z,S,50001-75000,M,5,0,Bachelors ,Management,1,3,Northwest,US,North America
17134,10391,1,10391,IN,Tabitha I.Mehta,2306.98,2004-05-16Z,1946-11-23Z,S,50001-75000,F,5,0,Bachelors ,Management,0,4,Northwest,US,North America
17135,4594,1,4594,IN,Richard P.Edwards,2330.49,2004-05-23Z,1946-10-12Z,S,50001-75000,M,5,0,Bachelors ,Management,1,4,Northwest,US,North America
17136,5690,1,5690,IN,Glenn L.Ye,2292.7,2004-05-09Z,1946-08-27Z,S,50001-75000,M,5,0,Bachelors ,Management,1,4,Northwest,US,North America
17137,5398,1,5398,IN,Jason NULL.Washington,-4.99,2003-08-25Z,1946-12-05Z,S,50001-75000,M,4,0,Bachelors ,Management,1,2,Northwest,US,North America
17140,14406,1,14406,IN,Sean R.Peterson,-2319.99,2004-05-20Z,1947-05-09Z,M,50001-75000,M,2,1,Partial College,Professional,1,1,Northwest,US,North America
17141,9074,1,9074,IN,Makayla NULL.Rogers,2306.98,2004-05-31Z,1947-05-11Z,S,50001-75000,F,2,1,Partial College,Professional,1,1,Northwest,US,North America
17144,5461,1,5461,IN,Luis NULL.Griffin,1573.26,2003-11-28Z,1948-02-20Z,M,50001-75000,M,2,1,Partial College,Professional,1,1,Northwest,US,North America
17149,14730,1,14730,IN,Steven NULL.Richardson,1666,2003-12-12Z,1949-04-22Z,M,50001-75000,M,2,1,Partial College,Professional,1,2,Northwest,US,North America
17150,3796,1,3796,IN,Wyatt R.Wright,1694.98,2003-12-20Z,1949-08-05Z,M,50001-75000,M,2,1,Partial College,Professional,1,2,Northwest,US,North America
17151,19874,1,19874,IN,Jasmine A.Alexander,-2.96,2004-07-31Z,1949-07-21Z,S,50001-75000,F,2,1,Partial College,Professional,1,2,Northwest,US,North America
17152,5215,1,5215,IN,Jack L.Wang,-2.96,2004-02-02Z,1949-11-07Z,S,50001-75000,M,2,1,Partial College,Professional,1,2,Northwest,US,North America
17158,17152,1,17152,IN,Mitchell NULL.Nara,-30,2003-09-23Z,1950-05-16Z,M,50001-75000,M,2,1,Partial College,Professional,1,2,Northwest,US,North America
17159,15863,1,15863,IN,Kellie NULL.Ruiz,1666,2003-12-07Z,1950-10-04Z,S,50001-75000,F,2,1,Partial College,Professional,1,2,Northwest,US,North America
17160,13101,1,13101,IN,Louis NULL.Andersen,-4.99,2004-05-15Z,1950-01-04Z,M,50001-75000,M,2,1,Partial College,Professional,1,2,Northwest,US,North America
17161,10622,1,10622,IN,Katherine NULL.Lopez,-50,2003-09-28Z,1950-10-16Z,S,50001-75000,F,2,1,Partial College,Professional,1,2,Northwest,US,North America
17162,19744,1,19744,IN,Rachel NULL.Blue,-30,2003-11-02Z,1950-01-04Z,S,50001-75000,F,2,1,Partial College,Professional,1,2,Northwest,US,North America
17166,1744,1,1744,IN,Joshua R..Several,-4.99,2004-04-28Z,1951-06-23Z,M,50001-75000,M,2,1,High School,Professional,1,2,Northwest,US,North America
17167,5689,1,5689,IN,Thomas R.Jenkins,1666,2003-12-18Z,1951-08-16Z,M,50001-75000,M,2,1,High School,Professional,1,2,Northwest,US,North America
17168,10074,1,10074,IN,Jada NULL.Perez,-4.99,2003-12-11Z,1951-07-27Z,S,50001-75000,F,2,1,High School,Professional,1,2,Northwest,US,North America
17180,15369,1,15369,IN,Timothy S.Rogers,50.99,2004-05-13Z,1953-12-19Z,M,50001-75000,M,4,3,Partial College,Professional,1,1,Northwest,US,North America
17260,17055,1,17055,IN,Sean B.King,-30,2003-09-21Z,1964-12-06Z,M,75001-100000,M,5,5,Partial College,Professional,1,3,Northwest,US,North America
17261,5784,1,5784,IN,Kyle C.Shan,1694.98,2003-12-21Z,1960-08-18Z,M,50001-75000,M,1,0,Partial College,Skilled Manual,1,1,Northwest,US,North America
17264,4684,1,4684,IN,Ian L.Smith,2307.98,2004-05-24Z,1959-03-23Z,S,50001-75000,M,1,0,Graduate Degree,Professional,1,1,Northwest,US,North America
17266,17493,1,17493,IN,Elijah R.Hall,-50,2004-03-21Z,1959-07-03Z,M,50001-75000,M,5,5,Graduate Degree,Professional,1,3,Northwest,US,North America
17268,20201,1,20201,IN,Alyssa NULL.Hughes,-2319.99,2004-05-21Z,1958-10-02Z,M,75001-100000,F,1,0,Partial College,Skilled Manual,1,1,Northwest,US,North America
17269,5816,1,5816,IN,Kevin NULL.Russell,1723.69,2003-12-04Z,1958-11-14Z,S,50001-75000,M,3,2,Bachelors ,Professional,0,0,Northwest,US,North America
17271,12649,1,12649,IN,Sarah NULL.Griffin,1676,2003-12-12Z,1958-04-26Z,M,50001-75000,F,1,0,Bachelors ,Professional,1,1,Northwest,US,North America
17272,10454,1,10454,IN,Mary D.Hernandez,1696.99,2003-12-18Z,1958-08-03Z,S,50001-75000,F,1,0,Bachelors ,Professional,1,1,Northwest,US,North America
17273,14490,1,14490,IN,Jonathon F.Torres,-40.01,2004-06-12Z,1958-05-09Z,M,50001-75000,M,5,4,Graduate Degree,Professional,1,1,Northwest,US,North America
17274,9956,1,9956,IN,Arturo E.Lu,-4,2003-11-08Z,1958-11-16Z,M,50001-75000,M,5,4,Graduate Degree,Professional,1,2,Northwest,US,North America
17276,5891,1,5891,IN,Elijah S.Jenkins,49.99,2003-08-04Z,1929-12-02Z,S,25001-50000,M,1,0,Graduate Degree,Management,1,1,Northwest,US,North America
17339,13906,1,13906,IN,Ian S.Hayes,-4.99,2003-10-12Z,1976-11-09Z,S,25001-50000,M,0,0,High School,Skilled Manual,0,2,Northwest,US,North America
17340,13944,1,13944,IN,Joy J.Hernandez,24.68,2004-05-13Z,1980-02-03Z,S,25001-50000,F,0,0,High School,Skilled Manual,1,2,Northwest,US,North America
17341,2738,1,2738,IN,Andy NULL.Alonso,-8,2004-03-07Z,1980-11-15Z,S,25001-50000,M,0,0,High School,Skilled Manual,0,2,Northwest,US,North America
17342,18388,1,18388,IN,William NULL.Jones,-30,2003-10-06Z,1978-05-27Z,S,25001-50000,M,0,0,Partial High School,Clerical,0,2,Northwest,US,North America
17343,12855,1,12855,IN,Tristan L.Price,-30,2003-11-21Z,1978-10-14Z,S,25001-50000,M,0,0,Partial High School,Clerical,0,2,Northwest,US,North America
17349,8887,1,8887,IN,Cassie M.Kennedy,-5.51,2004-04-19Z,1979-11-26Z,M,25001-50000,F,0,0,High School,Skilled Manual,1,2,Northwest,US,North America
17356,9292,1,9292,IN,Mary E.Evans,4,2004-07-14Z,1976-11-11Z,S,25001-50000,F,0,0,High School,Skilled Manual,0,2,Northwest,US,North America
17357,18442,1,18442,IN,Brandon L.Miller,-4.99,2003-10-29Z,1976-03-21Z,M,25001-50000,M,0,0,High School,Skilled Manual,1,2,Northwest,US,North America
17359,3278,1,3278,IN,María NULL.Flores,-30,2003-09-06Z,1975-03-08Z,M,25001-50000,F,0,0,High School,Skilled Manual,1,2,Northwest,US,North America
17361,4165,1,4165,IN,Blake M.Harris,1659.99,2003-12-08Z,1973-09-09Z,M,50001-75000,M,0,0,Partial College,Skilled Manual,1,1,Northwest,US,North America
17362,4139,1,4139,IN,Miguel NULL.Collins,2299.99,2004-05-27Z,1972-02-01Z,M,75001-100000,M,0,0,Bachelors ,Management,1,1,Northwest,US,North America
17365,5695,1,5695,IN,Thomas NULL.Patterson,2299.98,2004-05-15Z,1968-06-23Z,M,75001-100000,M,0,0,Bachelors ,Management,0,1,Northwest,US,North America
17367,8418,1,8418,IN,Trinity NULL.Cooper,58.51,2003-10-10Z,1963-10-16Z,M,75001-100000,F,4,3,Bachelors ,Management,1,0,Northwest,US,North America
17368,11996,1,11996,IN,Alisha C.Xie,-4.99,2003-08-12Z,1968-04-21Z,S,75001-100000,F,4,4,Partial College,Skilled Manual,0,3,Northwest,US,North America
17376,12959,1,12959,IN,Jaclyn G.She,-4.99,2003-12-10Z,1978-11-11Z,S,25001-50000,F,0,0,Partial College,Skilled Manual,0,1,Northwest,US,North America
17377,7469,1,7469,IN,Isabel NULL.Wood,-4.99,2004-03-30Z,1978-03-08Z,S,25001-50000,F,0,0,Partial College,Skilled Manual,0,1,Northwest,US,North America
17378,7033,1,7033,IN,Zachary NULL.Foster,-30,2004-07-20Z,1978-06-09Z,M,25001-50000,M,0,0,Partial College,Skilled Manual,1,1,Northwest,US,North America
17379,2766,1,2766,IN,Alexandra M.Morgan,-115.01,2003-09-08Z,1978-06-20Z,S,25001-50000,F,0,0,Partial College,Skilled Manual,0,1,Northwest,US,North America
17383,19093,1,19093,IN,Craig NULL.Ortega,2.7,2004-03-20Z,1971-05-01Z,M,50001-75000,M,1,1,Graduate Degree,Skilled Manual,1,0,Northwest,US,North America
17386,10140,1,10140,IN,Alexandra NULL.Scott,1666,2003-12-15Z,1971-02-04Z,M,50001-75000,F,1,1,Graduate Degree,Skilled Manual,1,0,Northwest,US,North America
17389,3973,1,3973,IN,Abigail K.Butler,1730.49,2003-12-07Z,1972-11-06Z,M,25001-50000,F,1,1,Bachelors ,Skilled Manual,1,0,Northwest,US,North America
17390,4177,1,4177,IN,Blake NULL.Lewis,-30,2003-11-09Z,1972-10-08Z,M,50001-75000,M,1,0,Graduate Degree,Skilled Manual,1,0,Northwest,US,North America
17391,7643,1,7643,IN,Angela E.Bennett,-4.99,2004-07-28Z,1964-05-12Z,S,75001-100000,F,5,2,Partial College,Professional,1,0,Northwest,US,North America
17392,18484,1,18484,IN,Dylan NULL.Jones,4,2003-10-05Z,1964-07-04Z,M,75001-100000,M,5,2,Partial College,Professional,1,0,Northwest,US,North America
17401,17146,1,17146,IN,Noah C.Wright,2259.99,2004-05-29Z,1956-09-02Z,M,75001-100000,M,3,0,Partial College,Professional,0,2,Northwest,US,North America
17405,13025,1,13025,IN,Tamara NULL.Wu,-1676.5,2003-12-22Z,1934-06-10Z,S,25001-50000,F,2,0,Graduate Degree,Management,1,2,Northwest,US,North America
17406,8094,1,8094,IN,Mariah M.Flores,2.7,2004-04-06Z,1934-09-16Z,M,50001-75000,F,2,0,Graduate Degree,Management,1,2,Northwest,US,North America
17412,9975,1,9975,IN,Kaylee E.Carter,2174.99,2004-05-16Z,1963-11-02Z,M,75001-100000,F,0,0,Partial College,Professional,0,2,Northwest,US,North America
17413,3170,1,3170,IN,Hailey NULL.Ramirez,2347.96,2004-05-16Z,1963-01-18Z,S,75001-100000,F,0,0,Partial College,Professional,0,2,Northwest,US,North America
17414,19007,1,19007,IN,Nicholas NULL.Garcia,-2294.99,2004-05-12Z,1963-07-24Z,M,75001-100000,M,0,0,Partial College,Professional,0,2,Northwest,US,North America
17423,7719,1,7719,IN,Arianna NULL.Alexander,2292.7,2004-05-16Z,1962-06-20Z,S,75001-100000,F,1,2,Partial College,Professional,1,3,Northwest,US,North America
17424,13152,1,13152,IN,Spencer W.Long,2296.48,2004-05-20Z,1962-11-12Z,M,75001-100000,M,1,2,Partial College,Professional,1,3,Northwest,US,North America
17425,6252,1,6252,IN,Austin NULL.Washington,2294.97,2004-05-16Z,1962-02-25Z,M,75001-100000,M,1,2,Partial College,Professional,1,3,Northwest,US,North America
17429,3812,1,3812,IN,Wyatt NULL.Carter,-4.99,2004-06-02Z,1961-06-17Z,M,75001-100000,M,5,4,Partial College,Professional,1,3,Northwest,US,North America
17430,3720,1,3720,IN,Edward NULL.King,-4.99,2003-11-23Z,1961-05-24Z,M,75001-100000,M,5,4,Partial College,Professional,1,3,Northwest,US,North America
17431,19631,1,19631,IN,Grace NULL.Kelly,-4.99,2003-09-18Z,1961-10-10Z,M,75001-100000,F,5,4,Partial College,Professional,1,3,Northwest,US,North America
17432,8210,1,8210,IN,Mariah NULL.Peterson,-4.99,2004-01-12Z,1961-02-04Z,M,75001-100000,F,4,3,High School,Professional,1,2,Northwest,US,North America
17433,17553,1,17553,IN,Cameron L.Lee,2292.48,2004-05-15Z,1961-11-10Z,M,75001-100000,M,3,2,Partial College,Professional,1,4,Northwest,US,North America
17438,13834,1,13834,IN,Marcus A.Hughes,-50,2004-03-31Z,1955-07-14Z,M,50001-75000,M,2,0,High School,Professional,0,2,Northwest,US,North America
17439,19865,1,19865,IN,Jasmine NULL.Butler,2298.01,2004-05-01Z,1955-02-19Z,M,75001-100000,F,3,2,Partial College,Professional,0,1,Northwest,US,North America
17443,20569,1,20569,IN,Kristin D.Shen,1647,2003-12-02Z,1935-11-23Z,S,25001-50000,F,2,0,Graduate Degree,Management,1,2,Northwest,US,North America
17444,8494,1,8494,IN,Bailey D.Cox,-115.01,2003-12-15Z,1935-05-06Z,S,25001-50000,F,2,0,Graduate Degree,Management,1,2,Northwest,US,North America
17449,16910,1,16910,IN,Jackson H.Adams,-4.99,2003-09-13Z,1936-07-11Z,M,50001-75000,M,2,0,Graduate Degree,Management,1,2,Northwest,US,North America
17451,7503,1,7503,IN,Isabelle C.Wood,-30,2004-04-27Z,1960-02-20Z,M,75001-100000,F,4,3,High School,Professional,1,3,Northwest,US,North America
17452,17154,1,17154,IN,Mitchell W.Nath,-4.99,2004-05-26Z,1960-06-09Z,M,75001-100000,M,4,3,High School,Professional,1,3,Northwest,US,North America
17453,3151,1,3151,IN,Hailey NULL.Reed,2306.98,2004-05-28Z,1960-07-25Z,S,75001-100000,F,4,3,High School,Professional,1,3,Northwest,US,North America
17456,12816,1,12816,IN,Trevor NULL.Wood,-4.99,2003-12-14Z,1954-05-13Z,M,75001-100000,M,2,0,Partial High School,Skilled Manual,1,2,Northwest,US,North America
17457,10918,1,10918,IN,Katherine NULL.Allen,-45,2004-06-02Z,1954-03-27Z,M,50001-75000,F,3,0,Partial High School,Skilled Manual,0,2,Northwest,US,North America
17461,10950,1,10950,IN,Sara H.Allen,2296.97,2004-05-12Z,1954-11-27Z,M,50001-75000,F,3,1,High School,Professional,1,1,Northwest,US,North America
17463,18992,1,18992,IN,Nicholas NULL.Moore,1673.97,2003-12-10Z,1953-09-02Z,M,50001-75000,M,3,0,Graduate Degree,Management,1,2,Northwest,US,North America
17464,4010,1,4010,IN,Jeremy L.Rodriguez,1766.98,2003-12-24Z,1953-02-24Z,M,50001-75000,M,3,0,Graduate Degree,Management,1,2,Northwest,US,North America
17465,9482,1,9482,IN,Arianna NULL.Stewart,1694.98,2003-12-30Z,1952-12-24Z,S,25001-50000,F,3,0,Partial College,Professional,1,2,Northwest,US,North America
17466,15870,1,15870,IN,Thomas NULL.Perez,58.51,2004-04-18Z,1937-01-17Z,M,50001-75000,M,3,0,Graduate Degree,Management,1,2,Northwest,US,North America
17471,19623,1,19623,IN,Grace L.James,-30,2004-02-05Z,1938-11-04Z,S,75001-100000,F,4,0,Graduate Degree,Management,1,2,Northwest,US,North America
17473,9706,1,9706,IN,Ebony J.Blanco,-4.99,2004-03-26Z,1939-07-07Z,M,50001-75000,F,3,0,Graduate Degree,Management,0,2,Northwest,US,North America
17477,7296,1,7296,IN,Miranda NULL.Griffin,-1700.99,2003-12-17Z,1942-03-12Z,S,25001-50000,F,4,0,Bachelors ,Management,0,2,Northwest,US,North America
17485,4148,1,4148,IN,Blake N.Davis,-23.02,2003-09-21Z,1977-07-18Z,M,25001-50000,M,0,0,Partial College,Skilled Manual,1,1,Northwest,US,North America
17486,7079,1,7079,IN,Marissa NULL.Foster,-10.01,2003-10-31Z,1977-11-25Z,S,25001-50000,F,0,0,Partial College,Skilled Manual,0,1,Northwest,US,North America
17487,16593,1,16593,IN,Nathan C.Green,2.7,2004-02-25Z,1977-08-23Z,S,25001-50000,M,0,0,Partial College,Skilled Manual,1,1,Northwest,US,North America
17488,16859,1,16859,IN,Jason NULL.Adams,-4.99,2003-09-18Z,1977-09-16Z,S,25001-50000,M,0,0,Partial College,Skilled Manual,0,2,Northwest,US,North America
17492,3023,1,3023,IN,Amanda S.Price,-25.51,2003-12-22Z,1976-06-14Z,S,50001-75000,F,0,0,Partial College,Skilled Manual,0,2,Northwest,US,North America
17505,16473,1,16473,IN,Hunter A.Mitchell,2.7,2003-11-07Z,1975-11-18Z,S,25001-50000,M,0,0,High School,Skilled Manual,1,2,Northwest,US,North America
17516,5708,1,5708,IN,Thomas NULL.Foster,-30,2004-06-27Z,1973-05-11Z,S,75001-100000,M,0,0,Bachelors ,Management,0,1,Northwest,US,North America
17518,13949,1,13949,IN,Wendy NULL.Gill,-539.99,2003-12-27Z,1974-08-18Z,S,25001-50000,F,0,0,Partial High School,Skilled Manual,0,2,Northwest,US,North America
17519,3552,1,3552,IN,Taylor C.Rivera,-49,2003-09-23Z,1974-08-22Z,M,50001-75000,F,0,0,Partial College,Professional,1,2,Northwest,US,North America
17526,12885,1,12885,IN,Tristan J.Gonzales,-4.99,2003-10-04Z,1957-03-25Z,S,50001-75000,M,2,0,High School,Professional,1,2,Northwest,US,North America
17527,3622,1,3622,IN,Anna M.Cook,-2.96,2004-05-01Z,1957-09-26Z,S,50001-75000,F,2,0,High School,Professional,1,2,Northwest,US,North America
17528,18877,1,18877,IN,Whitney NULL.Kapoor,-45,2004-05-10Z,1957-07-04Z,M,50001-75000,F,2,1,Partial College,Professional,1,0,Northwest,US,North America
17529,9980,1,9980,IN,Chloe K.Mitchell,-4,2004-03-29Z,1957-05-19Z,M,75001-100000,F,2,1,Partial College,Professional,1,0,Northwest,US,North America
17530,14284,1,14284,IN,Devin A.Wood,30.49,2004-01-24Z,1956-05-21Z,M,50001-75000,M,2,0,High School,Professional,0,2,Northwest,US,North America
17531,14542,1,14542,IN,Isaac NULL.Ramirez,4,2003-12-15Z,1956-03-07Z,M,50001-75000,M,2,0,High School,Professional,0,2,Northwest,US,North America
17533,3891,1,3891,IN,Fernando R.Baker,1666,2004-01-28Z,1932-11-07Z,M,25001-50000,M,3,0,Partial College,Professional,0,2,Northwest,US,North America
17534,6168,1,6168,IN,Robert S.Griffin,-4.99,2004-03-10Z,1965-12-20Z,S,75001-100000,M,5,5,Partial College,Professional,0,3,Northwest,US,North America
17535,12285,1,12285,IN,Colleen A.Guo,2278.47,2004-05-09Z,1965-10-24Z,S,75001-100000,F,5,5,Partial College,Professional,1,3,Northwest,US,North America
17540,16470,1,16470,IN,Gloria L.Gutierrez,-4,2003-08-10Z,1962-03-07Z,M,25001-50000,F,4,3,High School,Skilled Manual,1,2,Northwest,US,North America
17541,2520,1,2520,IN,Kristen A.Zeng,-4.99,2003-12-01Z,1962-12-07Z,M,25001-50000,F,4,3,High School,Skilled Manual,1,2,Northwest,US,North America
17544,15400,1,15400,IN,Eduardo S.Rogers,2350,2004-05-08Z,1962-06-12Z,M,50001-75000,M,1,0,Partial College,Skilled Manual,1,1,Northwest,US,North America
17545,13672,1,13672,IN,Wyatt NULL.Ross,2298.01,2004-05-20Z,1962-07-26Z,M,50001-75000,M,1,0,Partial College,Skilled Manual,0,1,Northwest,US,North America
17550,15722,1,15722,IN,Mason A.Edwards,-4.99,2004-06-21Z,1942-10-21Z,S,50001-75000,M,3,0,Graduate Degree,Management,1,2,Northwest,US,North America
17553,3065,1,3065,IN,Summer L.Sanchez,2327.02,2004-05-25Z,1942-09-25Z,M,50001-75000,F,5,0,Bachelors ,Management,1,2,Northwest,US,North America
17554,11872,1,11872,IN,Emma H.Harris,-30,2003-08-19Z,1943-04-22Z,M,50001-75000,F,3,0,Graduate Degree,Management,1,2,Northwest,US,North America
17556,12996,1,12996,IN,Emily A.Powell,-4.99,2003-10-07Z,1944-04-09Z,M,25001-50000,F,5,0,Partial High School,Clerical,0,2,Northwest,US,North America
17557,18822,1,18822,IN,Matthew S.Davis,-539.99,2003-12-26Z,1944-10-25Z,S,25001-50000,M,5,0,Partial High School,Clerical,1,2,Northwest,US,North America
